"title","Q_cfs_log_round","wq_orig"
"Nitrogen Hillsborough R at Morris Br",9.296,NA
"Nitrogen Hillsborough R at Morris Br",9.297,NA
"Nitrogen Hillsborough R at Morris Br",9.298,NA
"Nitrogen Hillsborough R at Morris Br",9.299,NA
"Nitrogen Hillsborough R at Morris Br",9.3,NA
"Nitrogen Hillsborough R at Morris Br",9.301,NA
"Nitrogen Hillsborough R at Morris Br",9.302,NA
"Nitrogen Hillsborough R at Morris Br",9.303,NA
"Nitrogen Hillsborough R at Morris Br",9.304,NA
"Nitrogen Hillsborough R at Morris Br",9.305,NA
"Nitrogen Hillsborough R at Morris Br",9.306,NA
"Nitrogen Hillsborough R at Morris Br",9.307,NA
"Nitrogen Hillsborough R at Morris Br",9.308,NA
"Nitrogen Hillsborough R at Morris Br",9.309,NA
"Nitrogen Hillsborough R at Morris Br",9.31,NA
"Nitrogen Hillsborough R at Morris Br",9.311,NA
"Nitrogen Hillsborough R at Morris Br",9.312,NA
"Nitrogen Hillsborough R at Morris Br",9.313,NA
"Nitrogen Hillsborough R at Morris Br",9.314,NA
"Nitrogen Hillsborough R at Morris Br",9.315,NA
"Nitrogen Hillsborough R at Morris Br",9.316,NA
"Nitrogen Hillsborough R at Morris Br",9.317,NA
"Nitrogen Hillsborough R at Morris Br",9.318,NA
"Nitrogen Hillsborough R at Morris Br",9.319,NA
"Nitrogen Hillsborough R at Morris Br",9.32,NA
"Nitrogen Hillsborough R at Morris Br",9.321,NA
"Nitrogen Hillsborough R at Morris Br",9.322,NA
"Nitrogen Hillsborough R at Morris Br",9.323,NA
"Nitrogen Hillsborough R at Morris Br",9.324,NA
"Nitrogen Hillsborough R at Morris Br",9.325,NA
"Nitrogen Hillsborough R at Morris Br",9.326,NA
"Nitrogen Hillsborough R at Morris Br",9.327,NA
"Nitrogen Hillsborough R at Morris Br",9.328,NA
"Nitrogen Hillsborough R at Morris Br",9.329,NA
"Nitrogen Hillsborough R at Morris Br",9.33,NA
"Nitrogen Hillsborough R at Morris Br",9.331,NA
"Nitrogen Hillsborough R at Morris Br",9.332,NA
"Nitrogen Hillsborough R at Morris Br",9.333,NA
"Nitrogen Hillsborough R at Morris Br",9.334,NA
"Nitrogen Hillsborough R at Morris Br",9.335,NA
"Nitrogen Hillsborough R at Morris Br",9.336,NA
"Nitrogen Hillsborough R at Morris Br",9.337,NA
"Nitrogen Hillsborough R at Morris Br",9.338,NA
"Nitrogen Hillsborough R at Morris Br",9.339,NA
"Nitrogen Hillsborough R at Morris Br",9.34,NA
"Nitrogen Hillsborough R at Morris Br",9.341,NA
"Nitrogen Hillsborough R at Morris Br",9.342,NA
"Nitrogen Hillsborough R at Morris Br",9.343,NA
"Nitrogen Hillsborough R at Morris Br",9.344,NA
"Nitrogen Hillsborough R at Morris Br",9.345,NA
"Nitrogen Hillsborough R at Morris Br",9.346,NA
"Nitrogen Hillsborough R at Morris Br",9.347,NA
"Nitrogen Hillsborough R at Morris Br",9.348,NA
"Nitrogen Hillsborough R at Morris Br",9.349,NA
"Nitrogen Hillsborough R at Morris Br",9.35,NA
"Nitrogen Hillsborough R at Morris Br",9.351,NA
"Nitrogen Hillsborough R at Morris Br",9.352,NA
"Nitrogen Hillsborough R at Morris Br",9.353,NA
"Nitrogen Hillsborough R at Morris Br",9.354,NA
"Nitrogen Hillsborough R at Morris Br",9.355,NA
"Nitrogen Hillsborough R at Morris Br",9.356,NA
"Nitrogen Hillsborough R at Morris Br",9.357,NA
"Nitrogen Hillsborough R at Morris Br",9.358,NA
"Nitrogen Hillsborough R at Morris Br",9.359,NA
"Nitrogen Hillsborough R at Morris Br",9.36,NA
"Nitrogen Hillsborough R at Morris Br",9.361,NA
"Nitrogen Hillsborough R at Morris Br",9.362,NA
"Nitrogen Hillsborough R at Morris Br",9.363,NA
"Nitrogen Hillsborough R at Morris Br",9.364,NA
"Nitrogen Hillsborough R at Morris Br",9.365,NA
"Nitrogen Hillsborough R at Morris Br",9.366,NA
"Nitrogen Hillsborough R at Morris Br",9.367,NA
"Nitrogen Hillsborough R at Morris Br",9.368,NA
"Nitrogen Hillsborough R at Morris Br",9.369,NA
"Nitrogen Hillsborough R at Morris Br",9.37,NA
"Nitrogen Hillsborough R at Morris Br",9.371,NA
"Nitrogen Hillsborough R at Morris Br",9.372,NA
"Nitrogen Hillsborough R at Morris Br",9.373,NA
"Nitrogen Hillsborough R at Morris Br",9.374,NA
"Nitrogen Hillsborough R at Morris Br",9.375,NA
"Nitrogen Hillsborough R at Morris Br",9.376,NA
"Nitrogen Hillsborough R at Morris Br",9.377,NA
"Nitrogen Hillsborough R at Morris Br",9.378,NA
"Nitrogen Hillsborough R at Morris Br",9.379,NA
"Nitrogen Hillsborough R at Morris Br",9.38,NA
"Nitrogen Hillsborough R at Morris Br",9.381,NA
"Nitrogen Hillsborough R at Morris Br",9.382,NA
"Nitrogen Hillsborough R at Morris Br",9.383,NA
"Nitrogen Hillsborough R at Morris Br",9.384,NA
"Nitrogen Hillsborough R at Morris Br",9.385,NA
"Nitrogen Hillsborough R at Morris Br",9.386,NA
"Nitrogen Hillsborough R at Morris Br",9.387,NA
"Nitrogen Hillsborough R at Morris Br",9.388,NA
"Nitrogen Hillsborough R at Morris Br",9.389,NA
"Nitrogen Hillsborough R at Morris Br",9.39,NA
"Nitrogen Hillsborough R at Morris Br",9.391,NA
"Nitrogen Hillsborough R at Morris Br",9.392,NA
"Nitrogen Hillsborough R at Morris Br",9.393,NA
"Nitrogen Hillsborough R at Morris Br",9.394,NA
"Nitrogen Hillsborough R at Morris Br",9.395,NA
"Nitrogen Hillsborough R at Morris Br",9.396,NA
"Nitrogen Hillsborough R at Morris Br",9.397,NA
"Nitrogen Hillsborough R at Morris Br",9.398,NA
"Nitrogen Hillsborough R at Morris Br",9.399,NA
"Nitrogen Hillsborough R at Morris Br",9.4,NA
"Nitrogen Hillsborough R at Morris Br",9.401,NA
"Nitrogen Hillsborough R at Morris Br",9.402,NA
"Nitrogen Hillsborough R at Morris Br",9.403,NA
"Nitrogen Hillsborough R at Morris Br",9.404,NA
"Nitrogen Hillsborough R at Morris Br",9.405,NA
"Nitrogen Hillsborough R at Morris Br",9.406,NA
"Nitrogen Hillsborough R at Morris Br",9.407,NA
"Nitrogen Hillsborough R at Morris Br",9.408,NA
"Nitrogen Hillsborough R at Morris Br",9.409,NA
"Nitrogen Hillsborough R at Morris Br",9.41,NA
"Nitrogen Hillsborough R at Morris Br",9.411,NA
"Nitrogen Hillsborough R at Morris Br",9.412,NA
"Nitrogen Hillsborough R at Morris Br",9.413,NA
"Nitrogen Hillsborough R at Morris Br",9.414,NA
"Nitrogen Hillsborough R at Morris Br",9.415,NA
"Nitrogen Hillsborough R at Morris Br",9.416,NA
"Nitrogen Hillsborough R at Morris Br",9.417,NA
"Nitrogen Hillsborough R at Morris Br",9.418,NA
"Nitrogen Hillsborough R at Morris Br",9.419,NA
"Nitrogen Hillsborough R at Morris Br",9.42,NA
"Nitrogen Hillsborough R at Morris Br",9.421,NA
"Nitrogen Hillsborough R at Morris Br",9.422,NA
"Nitrogen Hillsborough R at Morris Br",9.423,NA
"Nitrogen Hillsborough R at Morris Br",9.424,NA
"Nitrogen Hillsborough R at Morris Br",9.425,NA
"Nitrogen Hillsborough R at Morris Br",9.426,NA
"Nitrogen Hillsborough R at Morris Br",9.427,NA
"Nitrogen Hillsborough R at Morris Br",9.428,NA
"Nitrogen Hillsborough R at Morris Br",9.429,NA
"Nitrogen Hillsborough R at Morris Br",9.43,NA
"Nitrogen Hillsborough R at Morris Br",9.431,NA
"Nitrogen Hillsborough R at Morris Br",9.432,NA
"Nitrogen Hillsborough R at Morris Br",9.433,NA
"Nitrogen Hillsborough R at Morris Br",9.434,NA
"Nitrogen Hillsborough R at Morris Br",9.435,NA
"Nitrogen Hillsborough R at Morris Br",9.436,NA
"Nitrogen Hillsborough R at Morris Br",9.437,NA
"Nitrogen Hillsborough R at Morris Br",9.438,NA
"Nitrogen Hillsborough R at Morris Br",9.439,NA
"Nitrogen Hillsborough R at Morris Br",9.44,NA
"Nitrogen Hillsborough R at Morris Br",9.441,NA
"Nitrogen Hillsborough R at Morris Br",9.442,NA
"Nitrogen Hillsborough R at Morris Br",9.443,NA
"Nitrogen Hillsborough R at Morris Br",9.444,NA
"Nitrogen Hillsborough R at Morris Br",9.445,NA
"Nitrogen Hillsborough R at Morris Br",9.446,NA
"Nitrogen Hillsborough R at Morris Br",9.447,NA
"Nitrogen Hillsborough R at Morris Br",9.448,NA
"Nitrogen Hillsborough R at Morris Br",9.449,NA
"Nitrogen Hillsborough R at Morris Br",9.45,NA
"Nitrogen Hillsborough R at Morris Br",9.451,NA
"Nitrogen Hillsborough R at Morris Br",9.452,NA
"Nitrogen Hillsborough R at Morris Br",9.453,NA
"Nitrogen Hillsborough R at Morris Br",9.454,NA
"Nitrogen Hillsborough R at Morris Br",9.455,NA
"Nitrogen Hillsborough R at Morris Br",9.456,NA
"Nitrogen Hillsborough R at Morris Br",9.457,NA
"Nitrogen Hillsborough R at Morris Br",9.458,NA
"Nitrogen Hillsborough R at Morris Br",9.459,NA
"Nitrogen Hillsborough R at Morris Br",9.46,NA
"Nitrogen Hillsborough R at Morris Br",9.461,NA
"Nitrogen Hillsborough R at Morris Br",9.462,NA
"Nitrogen Hillsborough R at Morris Br",9.463,NA
"Nitrogen Hillsborough R at Morris Br",9.464,NA
"Nitrogen Hillsborough R at Morris Br",9.465,NA
"Nitrogen Hillsborough R at Morris Br",9.466,NA
"Nitrogen Hillsborough R at Morris Br",9.467,NA
"Nitrogen Hillsborough R at Morris Br",9.468,NA
"Nitrogen Hillsborough R at Morris Br",9.469,NA
"Nitrogen Hillsborough R at Morris Br",9.47,NA
"Nitrogen Hillsborough R at Morris Br",9.471,NA
"Nitrogen Hillsborough R at Morris Br",9.472,NA
"Nitrogen Hillsborough R at Morris Br",9.473,NA
"Nitrogen Hillsborough R at Morris Br",9.474,NA
"Nitrogen Hillsborough R at Morris Br",9.475,NA
"Nitrogen Hillsborough R at Morris Br",9.476,NA
"Nitrogen Hillsborough R at Morris Br",9.477,NA
"Nitrogen Hillsborough R at Morris Br",9.478,NA
"Nitrogen Hillsborough R at Morris Br",9.479,NA
"Nitrogen Hillsborough R at Morris Br",9.48,NA
"Nitrogen Hillsborough R at Morris Br",9.481,NA
"Nitrogen Hillsborough R at Morris Br",9.482,NA
"Nitrogen Hillsborough R at Morris Br",9.483,NA
"Nitrogen Hillsborough R at Morris Br",9.484,NA
"Nitrogen Hillsborough R at Morris Br",9.485,NA
"Nitrogen Hillsborough R at Morris Br",9.486,NA
"Nitrogen Hillsborough R at Morris Br",9.487,NA
"Nitrogen Hillsborough R at Morris Br",9.488,NA
"Nitrogen Hillsborough R at Morris Br",9.489,NA
"Nitrogen Hillsborough R at Morris Br",9.49,NA
"Nitrogen Hillsborough R at Morris Br",9.491,NA
"Nitrogen Hillsborough R at Morris Br",9.492,NA
"Nitrogen Hillsborough R at Morris Br",9.493,NA
"Nitrogen Hillsborough R at Morris Br",9.494,NA
"Nitrogen Hillsborough R at Morris Br",9.495,NA
"Nitrogen Hillsborough R at Morris Br",9.496,NA
"Nitrogen Hillsborough R at Morris Br",9.497,NA
"Nitrogen Hillsborough R at Morris Br",9.498,NA
"Nitrogen Hillsborough R at Morris Br",9.499,NA
"Nitrogen Hillsborough R at Morris Br",9.5,NA
"Nitrogen Hillsborough R at Morris Br",9.501,NA
"Nitrogen Hillsborough R at Morris Br",9.502,NA
"Nitrogen Hillsborough R at Morris Br",9.503,NA
"Nitrogen Hillsborough R at Morris Br",9.504,NA
"Nitrogen Hillsborough R at Morris Br",9.505,NA
"Nitrogen Hillsborough R at Morris Br",9.506,NA
"Nitrogen Hillsborough R at Morris Br",9.507,NA
"Nitrogen Hillsborough R at Morris Br",9.508,NA
"Nitrogen Hillsborough R at Morris Br",9.509,NA
"Nitrogen Hillsborough R at Morris Br",9.51,NA
"Nitrogen Hillsborough R at Morris Br",9.511,NA
"Nitrogen Hillsborough R at Morris Br",9.512,NA
"Nitrogen Hillsborough R at Morris Br",9.513,NA
"Nitrogen Hillsborough R at Morris Br",9.514,NA
"Nitrogen Hillsborough R at Morris Br",9.515,NA
"Nitrogen Hillsborough R at Morris Br",9.516,NA
"Nitrogen Hillsborough R at Morris Br",9.517,NA
"Nitrogen Hillsborough R at Morris Br",9.518,NA
"Nitrogen Hillsborough R at Morris Br",9.519,NA
"Nitrogen Hillsborough R at Morris Br",9.52,NA
"Nitrogen Hillsborough R at Morris Br",9.521,NA
"Nitrogen Hillsborough R at Morris Br",9.522,NA
"Nitrogen Hillsborough R at Morris Br",9.523,NA
"Nitrogen Hillsborough R at Morris Br",9.524,NA
"Nitrogen Hillsborough R at Morris Br",9.525,NA
"Nitrogen Hillsborough R at Morris Br",9.526,NA
"Nitrogen Hillsborough R at Morris Br",9.527,NA
"Nitrogen Hillsborough R at Morris Br",9.528,NA
"Nitrogen Hillsborough R at Morris Br",9.529,NA
"Nitrogen Hillsborough R at Morris Br",9.53,NA
"Nitrogen Hillsborough R at Morris Br",9.531,NA
"Nitrogen Hillsborough R at Morris Br",9.532,NA
"Nitrogen Hillsborough R at Morris Br",9.533,NA
"Nitrogen Hillsborough R at Morris Br",9.534,NA
"Nitrogen Hillsborough R at Morris Br",9.535,NA
"Nitrogen Hillsborough R at Morris Br",9.536,NA
"Nitrogen Hillsborough R at Morris Br",9.537,NA
"Nitrogen Hillsborough R at Morris Br",9.538,NA
"Nitrogen Hillsborough R at Morris Br",9.539,NA
"Nitrogen Hillsborough R at Morris Br",9.54,NA
"Nitrogen Hillsborough R at Morris Br",9.541,NA
"Nitrogen Hillsborough R at Morris Br",9.542,NA
"Nitrogen Hillsborough R at Morris Br",9.543,NA
"Nitrogen Hillsborough R at Morris Br",9.544,NA
"Nitrogen Hillsborough R at Morris Br",9.545,NA
"Nitrogen Hillsborough R at Morris Br",9.546,NA
"Nitrogen Hillsborough R at Morris Br",9.547,NA
"Nitrogen Hillsborough R at Morris Br",9.548,NA
"Nitrogen Hillsborough R at Morris Br",9.549,NA
"Nitrogen Hillsborough R at Morris Br",9.55,NA
"Nitrogen Hillsborough R at Morris Br",9.551,NA
"Nitrogen Hillsborough R at Morris Br",9.552,NA
"Nitrogen Hillsborough R at Morris Br",9.553,NA
"Nitrogen Hillsborough R at Morris Br",9.554,NA
"Nitrogen Hillsborough R at Morris Br",9.555,NA
"Nitrogen Hillsborough R at Morris Br",9.556,NA
"Nitrogen Hillsborough R at Morris Br",9.557,NA
"Nitrogen Hillsborough R at Morris Br",9.558,NA
"Nitrogen Hillsborough R at Morris Br",9.559,NA
"Nitrogen Hillsborough R at Morris Br",9.56,NA
"Nitrogen Hillsborough R at Morris Br",9.561,NA
"Nitrogen Hillsborough R at Morris Br",9.562,NA
"Nitrogen Hillsborough R at Morris Br",9.563,NA
"Nitrogen Hillsborough R at Morris Br",9.564,NA
"Nitrogen Hillsborough R at Morris Br",9.565,NA
"Nitrogen Hillsborough R at Morris Br",9.566,NA
"Nitrogen Hillsborough R at Morris Br",9.567,NA
"Nitrogen Hillsborough R at Morris Br",9.568,NA
"Nitrogen Hillsborough R at Morris Br",9.569,NA
"Nitrogen Hillsborough R at Morris Br",9.57,NA
"Nitrogen Hillsborough R at Morris Br",9.571,NA
"Nitrogen Hillsborough R at Morris Br",9.572,NA
"Nitrogen Hillsborough R at Morris Br",9.573,NA
"Nitrogen Hillsborough R at Morris Br",9.574,NA
"Nitrogen Hillsborough R at Morris Br",9.575,NA
"Nitrogen Hillsborough R at Morris Br",9.576,NA
"Nitrogen Hillsborough R at Morris Br",9.577,NA
"Nitrogen Hillsborough R at Morris Br",9.578,NA
"Nitrogen Hillsborough R at Morris Br",9.579,NA
"Nitrogen Hillsborough R at Morris Br",9.58,NA
"Nitrogen Hillsborough R at Morris Br",9.581,NA
"Nitrogen Hillsborough R at Morris Br",9.582,NA
"Nitrogen Hillsborough R at Morris Br",9.583,NA
"Nitrogen Hillsborough R at Morris Br",9.584,NA
"Nitrogen Hillsborough R at Morris Br",9.585,NA
"Nitrogen Hillsborough R at Morris Br",9.586,NA
"Nitrogen Hillsborough R at Morris Br",9.587,NA
"Nitrogen Hillsborough R at Morris Br",9.588,NA
"Nitrogen Hillsborough R at Morris Br",9.589,NA
"Nitrogen Hillsborough R at Morris Br",9.59,NA
"Nitrogen Hillsborough R at Morris Br",9.591,NA
"Nitrogen Hillsborough R at Morris Br",9.592,NA
"Nitrogen Hillsborough R at Morris Br",9.593,NA
"Nitrogen Hillsborough R at Morris Br",9.594,NA
"Nitrogen Hillsborough R at Morris Br",9.595,NA
"Nitrogen Hillsborough R at Morris Br",9.596,NA
"Nitrogen Hillsborough R at Morris Br",9.597,NA
"Nitrogen Hillsborough R at Morris Br",9.598,NA
"Nitrogen Hillsborough R at Morris Br",9.599,NA
"Nitrogen Hillsborough R at Morris Br",9.6,NA
"Nitrogen Hillsborough R at Morris Br",9.601,NA
"Nitrogen Hillsborough R at Morris Br",9.602,NA
"Nitrogen Hillsborough R at Morris Br",9.603,NA
"Nitrogen Hillsborough R at Morris Br",9.604,NA
"Nitrogen Hillsborough R at Morris Br",9.605,NA
"Nitrogen Hillsborough R at Morris Br",9.606,NA
"Nitrogen Hillsborough R at Morris Br",9.607,NA
"Nitrogen Hillsborough R at Morris Br",9.608,NA
"Nitrogen Hillsborough R at Morris Br",9.609,NA
"Nitrogen Hillsborough R at Morris Br",9.61,NA
"Nitrogen Hillsborough R at Morris Br",9.611,NA
"Nitrogen Hillsborough R at Morris Br",9.612,NA
"Nitrogen Hillsborough R at Morris Br",9.613,NA
"Nitrogen Hillsborough R at Morris Br",9.614,NA
"Nitrogen Hillsborough R at Morris Br",9.615,NA
"Nitrogen Hillsborough R at Morris Br",9.616,NA
"Nitrogen Hillsborough R at Morris Br",9.617,NA
"Nitrogen Hillsborough R at Morris Br",9.618,NA
"Nitrogen Hillsborough R at Morris Br",9.619,NA
"Nitrogen Hillsborough R at Morris Br",9.62,NA
"Nitrogen Hillsborough R at Morris Br",9.621,NA
"Nitrogen Hillsborough R at Morris Br",9.622,NA
"Nitrogen Hillsborough R at Morris Br",9.623,NA
"Nitrogen Hillsborough R at Morris Br",9.624,NA
"Nitrogen Hillsborough R at Morris Br",9.625,NA
"Nitrogen Hillsborough R at Morris Br",9.626,NA
"Nitrogen Hillsborough R at Morris Br",9.627,NA
"Nitrogen Hillsborough R at Morris Br",9.628,NA
"Nitrogen Hillsborough R at Morris Br",9.629,NA
"Nitrogen Hillsborough R at Morris Br",9.63,NA
"Nitrogen Hillsborough R at Morris Br",9.631,NA
"Nitrogen Hillsborough R at Morris Br",9.632,NA
"Nitrogen Hillsborough R at Morris Br",9.633,NA
"Nitrogen Hillsborough R at Morris Br",9.634,NA
"Nitrogen Hillsborough R at Morris Br",9.635,NA
"Nitrogen Hillsborough R at Morris Br",9.636,NA
"Nitrogen Hillsborough R at Morris Br",9.637,NA
"Nitrogen Hillsborough R at Morris Br",9.638,NA
"Nitrogen Hillsborough R at Morris Br",9.639,NA
"Nitrogen Hillsborough R at Morris Br",9.64,NA
"Nitrogen Hillsborough R at Morris Br",9.641,NA
"Nitrogen Hillsborough R at Morris Br",9.642,NA
"Nitrogen Hillsborough R at Morris Br",9.643,NA
"Nitrogen Hillsborough R at Morris Br",9.644,NA
"Nitrogen Hillsborough R at Morris Br",9.645,NA
"Nitrogen Hillsborough R at Morris Br",9.646,NA
"Nitrogen Hillsborough R at Morris Br",9.647,NA
"Nitrogen Hillsborough R at Morris Br",9.648,NA
"Nitrogen Hillsborough R at Morris Br",9.649,NA
"Nitrogen Hillsborough R at Morris Br",9.65,NA
"Nitrogen Hillsborough R at Morris Br",9.651,NA
"Nitrogen Hillsborough R at Morris Br",9.652,NA
"Nitrogen Hillsborough R at Morris Br",9.653,NA
"Nitrogen Hillsborough R at Morris Br",9.654,NA
"Nitrogen Hillsborough R at Morris Br",9.655,NA
"Nitrogen Hillsborough R at Morris Br",9.656,NA
"Nitrogen Hillsborough R at Morris Br",9.657,NA
"Nitrogen Hillsborough R at Morris Br",9.658,NA
"Nitrogen Hillsborough R at Morris Br",9.659,NA
"Nitrogen Hillsborough R at Morris Br",9.66,NA
"Nitrogen Hillsborough R at Morris Br",9.661,NA
"Nitrogen Hillsborough R at Morris Br",9.662,NA
"Nitrogen Hillsborough R at Morris Br",9.663,NA
"Nitrogen Hillsborough R at Morris Br",9.664,NA
"Nitrogen Hillsborough R at Morris Br",9.665,NA
"Nitrogen Hillsborough R at Morris Br",9.666,NA
"Nitrogen Hillsborough R at Morris Br",9.667,NA
"Nitrogen Hillsborough R at Morris Br",9.668,NA
"Nitrogen Hillsborough R at Morris Br",9.669,NA
"Nitrogen Hillsborough R at Morris Br",9.67,NA
"Nitrogen Hillsborough R at Morris Br",9.671,NA
"Nitrogen Hillsborough R at Morris Br",9.672,NA
"Nitrogen Hillsborough R at Morris Br",9.673,NA
"Nitrogen Hillsborough R at Morris Br",9.674,NA
"Nitrogen Hillsborough R at Morris Br",9.675,NA
"Nitrogen Hillsborough R at Morris Br",9.676,NA
"Nitrogen Hillsborough R at Morris Br",9.677,NA
"Nitrogen Hillsborough R at Morris Br",9.678,NA
"Nitrogen Hillsborough R at Morris Br",9.679,NA
"Nitrogen Hillsborough R at Morris Br",9.68,NA
"Nitrogen Hillsborough R at Morris Br",9.681,NA
"Nitrogen Hillsborough R at Morris Br",9.682,NA
"Nitrogen Hillsborough R at Morris Br",9.683,NA
"Nitrogen Hillsborough R at Morris Br",9.684,NA
"Nitrogen Hillsborough R at Morris Br",9.685,NA
"Nitrogen Hillsborough R at Morris Br",9.686,NA
"Nitrogen Hillsborough R at Morris Br",9.687,NA
"Nitrogen Hillsborough R at Morris Br",9.688,NA
"Nitrogen Hillsborough R at Morris Br",9.689,NA
"Nitrogen Hillsborough R at Morris Br",9.69,NA
"Nitrogen Hillsborough R at Morris Br",9.691,NA
"Nitrogen Hillsborough R at Morris Br",9.692,NA
"Nitrogen Hillsborough R at Morris Br",9.693,NA
"Nitrogen Hillsborough R at Morris Br",9.694,NA
"Nitrogen Hillsborough R at Morris Br",9.695,NA
"Nitrogen Hillsborough R at Morris Br",9.696,NA
"Nitrogen Hillsborough R at Morris Br",9.697,NA
"Nitrogen Hillsborough R at Morris Br",9.698,NA
"Nitrogen Hillsborough R at Morris Br",9.699,NA
"Nitrogen Hillsborough R at Morris Br",9.7,NA
"Nitrogen Hillsborough R at Morris Br",9.701,NA
"Nitrogen Hillsborough R at Morris Br",9.702,NA
"Nitrogen Hillsborough R at Morris Br",9.703,NA
"Nitrogen Hillsborough R at Morris Br",9.704,NA
"Nitrogen Hillsborough R at Morris Br",9.705,NA
"Nitrogen Hillsborough R at Morris Br",9.706,NA
"Nitrogen Hillsborough R at Morris Br",9.707,NA
"Nitrogen Hillsborough R at Morris Br",9.708,NA
"Nitrogen Hillsborough R at Morris Br",9.709,NA
"Nitrogen Hillsborough R at Morris Br",9.71,NA
"Nitrogen Hillsborough R at Morris Br",9.711,NA
"Nitrogen Hillsborough R at Morris Br",9.712,NA
"Nitrogen Hillsborough R at Morris Br",9.713,NA
"Nitrogen Hillsborough R at Morris Br",9.714,NA
"Nitrogen Hillsborough R at Morris Br",9.715,NA
"Nitrogen Hillsborough R at Morris Br",9.716,NA
"Nitrogen Hillsborough R at Morris Br",9.717,NA
"Nitrogen Hillsborough R at Morris Br",9.718,NA
"Nitrogen Hillsborough R at Morris Br",9.719,NA
"Nitrogen Hillsborough R at Morris Br",9.72,NA
"Nitrogen Hillsborough R at Morris Br",9.721,NA
"Nitrogen Hillsborough R at Morris Br",9.722,NA
"Nitrogen Hillsborough R at Morris Br",9.723,NA
"Nitrogen Hillsborough R at Morris Br",9.724,NA
"Nitrogen Hillsborough R at Morris Br",9.725,NA
"Nitrogen Hillsborough R at Morris Br",9.726,NA
"Nitrogen Hillsborough R at Morris Br",9.727,NA
"Nitrogen Hillsborough R at Morris Br",9.728,NA
"Nitrogen Hillsborough R at Morris Br",9.729,NA
"Nitrogen Hillsborough R at Morris Br",9.73,NA
"Nitrogen Hillsborough R at Morris Br",9.731,NA
"Nitrogen Hillsborough R at Morris Br",9.732,NA
"Nitrogen Hillsborough R at Morris Br",9.733,NA
"Nitrogen Hillsborough R at Morris Br",9.734,NA
"Nitrogen Hillsborough R at Morris Br",9.735,NA
"Nitrogen Hillsborough R at Morris Br",9.736,NA
"Nitrogen Hillsborough R at Morris Br",9.737,NA
"Nitrogen Hillsborough R at Morris Br",9.738,NA
"Nitrogen Hillsborough R at Morris Br",9.739,NA
"Nitrogen Hillsborough R at Morris Br",9.74,NA
"Nitrogen Hillsborough R at Morris Br",9.741,NA
"Nitrogen Hillsborough R at Morris Br",9.742,NA
"Nitrogen Hillsborough R at Morris Br",9.743,NA
"Nitrogen Hillsborough R at Morris Br",9.744,NA
"Nitrogen Hillsborough R at Morris Br",9.745,NA
"Nitrogen Hillsborough R at Morris Br",9.746,NA
"Nitrogen Hillsborough R at Morris Br",9.747,NA
"Nitrogen Hillsborough R at Morris Br",9.748,NA
"Nitrogen Hillsborough R at Morris Br",9.749,NA
"Nitrogen Hillsborough R at Morris Br",9.75,NA
"Nitrogen Hillsborough R at Morris Br",9.751,NA
"Nitrogen Hillsborough R at Morris Br",9.752,NA
"Nitrogen Hillsborough R at Morris Br",9.753,NA
"Nitrogen Hillsborough R at Morris Br",9.754,NA
"Nitrogen Hillsborough R at Morris Br",9.755,NA
"Nitrogen Hillsborough R at Morris Br",9.756,NA
"Nitrogen Hillsborough R at Morris Br",9.757,NA
"Nitrogen Hillsborough R at Morris Br",9.758,NA
"Nitrogen Hillsborough R at Morris Br",9.759,NA
"Nitrogen Hillsborough R at Morris Br",9.76,NA
"Nitrogen Hillsborough R at Morris Br",9.761,NA
"Nitrogen Hillsborough R at Morris Br",9.762,NA
"Nitrogen Hillsborough R at Morris Br",9.763,NA
"Nitrogen Hillsborough R at Morris Br",9.764,NA
"Nitrogen Hillsborough R at Morris Br",9.765,NA
"Nitrogen Hillsborough R at Morris Br",9.766,NA
"Nitrogen Hillsborough R at Morris Br",9.767,NA
"Nitrogen Hillsborough R at Morris Br",9.768,NA
"Nitrogen Hillsborough R at Morris Br",9.769,NA
"Nitrogen Hillsborough R at Morris Br",9.77,NA
"Nitrogen Hillsborough R at Morris Br",9.771,NA
"Nitrogen Hillsborough R at Morris Br",9.772,NA
"Nitrogen Hillsborough R at Morris Br",9.773,NA
"Nitrogen Hillsborough R at Morris Br",9.774,NA
"Nitrogen Hillsborough R at Morris Br",9.775,NA
"Nitrogen Hillsborough R at Morris Br",9.776,NA
"Nitrogen Hillsborough R at Morris Br",9.777,NA
"Nitrogen Hillsborough R at Morris Br",9.778,NA
"Nitrogen Hillsborough R at Morris Br",9.779,NA
"Nitrogen Hillsborough R at Morris Br",9.78,NA
"Nitrogen Hillsborough R at Morris Br",9.781,NA
"Nitrogen Hillsborough R at Morris Br",9.782,NA
"Nitrogen Hillsborough R at Morris Br",9.783,NA
"Nitrogen Hillsborough R at Morris Br",9.784,NA
"Nitrogen Hillsborough R at Morris Br",9.785,NA
"Nitrogen Hillsborough R at Morris Br",9.786,NA
"Nitrogen Hillsborough R at Morris Br",9.787,NA
"Nitrogen Hillsborough R at Morris Br",9.788,NA
"Nitrogen Hillsborough R at Morris Br",9.789,NA
"Nitrogen Hillsborough R at Morris Br",9.79,NA
"Nitrogen Hillsborough R at Morris Br",9.791,NA
"Nitrogen Hillsborough R at Morris Br",9.792,NA
"Nitrogen Hillsborough R at Morris Br",9.793,NA
"Nitrogen Hillsborough R at Morris Br",9.794,NA
